Name,From,To,Distance,Price
Frankfurt Main,191,3137,1557,10289
Frankfurt Main,191,244,808,10725
Frankfurt Main,191,294,680,9305
Frankfurt Main,191,1654,7829,9293
Frankfurt Main,191,1647,8656,8140
Frankfurt Main,191,1627,7810,5187
Frankfurt Main,191,1661,8879,7679
Frankfurt Main,191,2088,8056,10902
Frankfurt Main,191,1051,9384,6706
Frankfurt Main,191,1469,9171,6469
Frankfurt Main,191,478,2994,2104
Frankfurt Main,191,485,2654,4159
Frankfurt Main,191,759,2302,7157
Frankfurt Main,191,665,2046,951
Frankfurt Main,191,850,8618,6778
Frankfurt Main,191,557,1116,6611
Frankfurt Main,191,179,1803,3812
Frankfurt Main,191,769,2196,10150
Frankfurt Main,191,2047,2836,4110
Frankfurt Main,191,474,3053,3768
Frankfurt Main,191,875,8150,7119
Frankfurt Main,191,876,7904,4826
Frankfurt Main,191,522,3324,3992
Frankfurt Main,191,653,2090,5810
Frankfurt Main,191,1895,8984,3961
Frankfurt Main,191,477,3183,6177
Frankfurt Main,191,530,6690,3150
Frankfurt Main,191,800,8204,8240
Frankfurt Main,191,1512,7883,7046
Frankfurt Main,191,401,9178,4295
Frankfurt Main,191,2025,6301,9159
Frankfurt Main,191,790,7580,3418
Frankfurt Main,191,789,7519,3258
Frankfurt Main,191,1208,7691,8769
Frankfurt Main,191,663,2180,4870
Frankfurt Main,191,791,7623,1153
Frankfurt Main,191,1735,8221,4515
Frankfurt Main,191,451,7549,649
Frankfurt Main,191,1349,7360,6510
Frankfurt Main,191,476,3250,5128
Frankfurt Main,191,561,932,9049
Frankfurt Main,191,1216,8334,7226
Frankfurt Main,191,1359,7594,9929
Frankfurt Main,191,479,3237,10876
Frankfurt Main,191,878,8079,3993
Frankfurt Main,191,574,1884,5918
Frankfurt Main,191,48,5249,5915
Frankfurt Main,191,287,1088,6080
Frankfurt Main,191,1011,4849,4417
Frankfurt Main,191,700,544,8116
Frankfurt Main,191,506,5340,8593
Frankfurt Main,191,281,366,9450
Frankfurt Main,191,367,1226,7776
Frankfurt Main,191,568,1092,7092
Frankfurt Main,191,184,304,10465
Frankfurt Main,191,673,838,2917
Frankfurt Main,191,195,188,7876
Frankfurt Main,191,342,884,8586
Frankfurt Main,191,752,458,2516
Frankfurt Main,191,736,1874,5155
Frankfurt Main,191,612,543,2291
Frankfurt Main,191,616,775,8718
Frankfurt Main,191,196,300,5463
Frankfurt Main,191,688,488,1137
Frankfurt Main,191,314,1143,4480
Frankfurt Main,191,747,1455,7207
Frankfurt Main,191,713,409,4842
Frankfurt Main,191,595,896,6772
Frankfurt Main,191,339,901,4714
Frankfurt Main,191,755,284,5318
Frankfurt Main,191,553,1400,8833
Frankfurt Main,191,13,2406,3294
Frankfurt Main,191,963,4445,7551
Frankfurt Main,191,1420,4699,10787
Frankfurt Main,191,2185,3783,2201
Frankfurt Main,191,1373,3377,9465
Frankfurt Main,191,1181,9543,4319
Frankfurt Main,191,1183,9773,5980
Frankfurt Main,191,1053,9391,1645
Frankfurt Main,191,709,610,8600
Frankfurt Main,191,782,1267,5193
Frankfurt Main,191,550,1290,1586
Frankfurt Main,191,1364,4324,10072
Frankfurt Main,191,1924,8566,459
Frankfurt Main,191,720,1645,7984
Frankfurt Main,191,1007,4026,3201
Frankfurt Main,191,301,173,10725
Frankfurt Main,191,161,4549,10564
Frankfurt Main,191,267,1066,9724
Frankfurt Main,191,156,4991,1648
Frankfurt Main,191,577,1815,10175
Frankfurt Main,191,1363,5105,7592
Frankfurt Main,191,1008,2842,8770
Frankfurt Main,191,307,1162,6824
Frankfurt Main,191,239,766,912
Frankfurt Main,191,607,833,10399
Frankfurt Main,191,567,1149,2876
Frankfurt Main,191,1900,9011,4974
Frankfurt Main,191,293,637,7676
Frankfurt Main,191,696,644,5183
Frankfurt Main,191,1680,5904,5917
Frankfurt Main,191,203,336,5727
Frankfurt Main,191,2019,280,10305
Frankfurt Main,191,521,2923,1670
Frankfurt Main,191,1327,8078,10873
Frankfurt Main,191,1834,8109,6830
Frankfurt Main,191,968,4373,954
Frankfurt Main,191,189,389,955
Frankfurt Main,191,1965,3221,10817
Frankfurt Main,191,270,1034,1181
Frankfurt Main,191,1702,6226,7752
Frankfurt Main,191,1964,11477,4301
Frankfurt Main,191,728,1958,8793
Frankfurt Main,191,211,271,3439
Frankfurt Main,191,707,720,10333
Frankfurt Main,191,192,242,7122
Frankfurt Main,191,333,832,10382
Frankfurt Main,191,2153,2427,2626
Frankfurt Main,191,721,610,761
Frankfurt Main,191,213,543,1010
Frankfurt Main,191,202,282,10347
Frankfurt Main,191,193,413,3456
Frankfurt Main,191,1097,9385,6973
Frankfurt Main,191,1810,6566,10903
Frankfurt Main,191,1725,8419,8698
Frankfurt Main,191,722,370,8027
Frankfurt Main,191,767,1867,10510
Frankfurt Main,191,380,8658,10152
Frankfurt Main,191,1387,1590,8759
Frankfurt Main,191,1967,9284,1795
Frankfurt Main,191,334,804,4585
Frankfurt Main,191,335,752,6776
Frankfurt Main,191,2070,2856,8722
Frankfurt Main,191,432,6539,9691
Frankfurt Main,191,1696,9343,5839
Frankfurt Main,191,1394,1753,5258
Frankfurt Main,191,198,304,2086
Frankfurt Main,191,723,457,5968
Frankfurt Main,191,170,4841,10823
Frankfurt Main,191,241,833,8826
Frankfurt Main,191,1896,7633,6828
Frankfurt Main,191,829,9565,6845
Frankfurt Main,191,1734,7776,10602
Frankfurt Main,191,619,797,3239
Frankfurt Main,191,617,715,4967
Frankfurt Main,191,1934,9317,11213
Frankfurt Main,191,197,191,9998
Frankfurt Main,191,687,1017,4974
Frankfurt Main,191,734,1653,1485
Frankfurt Main,191,1866,6989,4589
Frankfurt Main,191,682,1365,10717
Frankfurt Main,191,336,636,6860
Frankfurt Main,191,559,699,11174
Frankfurt Main,191,978,4296,7758
Frankfurt Main,191,337,963,9740
Frankfurt Main,191,1693,9171,4931
Frankfurt Main,191,1591,10284,10274
Frankfurt Main,191,200,156,8295
Frankfurt Main,191,332,1002,3486
Frankfurt Main,191,724,410,4442
Frankfurt Main,191,215,1473,634
Frankfurt Main,191,715,2956,10880
Frankfurt Main,191,690,540,10115
Frankfurt Main,191,176,1470,1475
Frankfurt Main,191,701,577,3884
Frankfurt Main,191,1423,2016,2608
Frankfurt Main,191,340,602,1984
Frankfurt Main,191,563,835,5537
Frankfurt Main,191,562,736,2800
Frankfurt Main,191,2176,1905,6523
Frankfurt Main,191,732,3035,3339
Frankfurt Main,191,2037,4821,562
Frankfurt Main,191,1421,2030,4370
Frankfurt Main,191,2057,8079,8941
Frankfurt Main,191,1417,4837,11077
Frankfurt Main,191,1416,4126,3494
Frankfurt Main,191,757,2202,10504
Frankfurt Main,191,1448,8069,10630
Frankfurt Main,191,1015,5185,4804
Frankfurt Main,191,502,4700,4577
Frankfurt Main,191,664,1669,5639
Frankfurt Main,191,578,1179,9739
Frankfurt Main,191,768,1969,9492
Frankfurt Main,191,781,1185,2570
Munster Osnabruck,192,759,2478,4154
Munster Osnabruck,192,655,1680,9033
Munster Osnabruck,192,573,1552,10494
Munster Osnabruck,192,1971,1449,4071
Munster Osnabruck,192,577,1967,7693
Munster Osnabruck,192,571,1196,5805
Munster Osnabruck,192,191,242,10086
Munster Osnabruck,192,196,512,2427
Munster Osnabruck,192,203,126,7997
Munster Osnabruck,192,200,398,2572
Munster Osnabruck,192,755,523,8216
Darwin Intl,1972,1591,3337,10273
Darwin Intl,1972,1594,2850,683
Darwin Intl,1972,1624,3150,4069
Darwin Intl,1972,2742,629,1487
Darwin Intl,1972,1593,1301,10509
Darwin Intl,1972,2769,646,2650
Darwin Intl,1972,1611,2613,8027
Darwin Intl,1972,1596,1677,4608
Darwin Intl,1972,1932,1765,3601
Darwin Intl,1972,1610,3125,9417
Darwin Intl,1972,1586,3634,3742
Darwin Intl,1972,1110,3168,10077
Darwin Intl,1972,2178,1106,5468
Darwin Intl,1972,1590,724,7778
Darwin Intl,1972,1598,1295,1830
Darwin Intl,1972,1614,440,5618
Darwin Intl,1972,1617,2646,4076
Darwin Intl,1972,1603,1861,3654
Darwin Intl,1972,2755,717,6116
Darwin Intl,1972,2754,367,1939
Son Sant Joan,1971,2389,718,1821
Son Sant Joan,1971,194,1303,4741
Son Sant Joan,1971,209,1382,2528
Son Sant Joan,1971,195,1341,3508
Son Sant Joan,1971,202,1530,2487
Son Sant Joan,1971,193,1658,10773
Son Sant Joan,1971,200,1139,4192
Son Sant Joan,1971,201,1656,400
Son Sant Joan,1971,577,709,7553
Son Sant Joan,1971,564,317,10636
Son Sant Joan,1971,567,628,2611
Son Sant Joan,1971,203,1569,954
Son Sant Joan,1971,2019,972,2137
Son Sant Joan,1971,294,1931,11201
Son Sant Joan,1971,189,1546,7732
Son Sant Joan,1971,728,976,6030
Son Sant Joan,1971,211,1054,2541
Son Sant Joan,1971,2104,1110,8420
Son Sant Joan,1971,192,1449,4071
Son Sant Joan,1971,191,1250,5246
Son Sant Joan,1971,721,1319,6586
Son Sant Joan,1971,573,139,6875
Son Sant Joan,1971,722,1103,4820
Son Sant Joan,1971,565,538,10973
Son Sant Joan,1971,198,1512,9711
Son Sant Joan,1971,723,1330,1485
Son Sant Joan,1971,578,132,1560
Son Sant Joan,1971,196,1216,1964
Son Sant Joan,1971,197,1286,6219
Son Sant Joan,1971,208,1415,11181
Son Sant Joan,1971,199,1128,8912
Son Sant Joan,1971,589,788,4393
Son Sant Joan,1971,724,1232,10628
Son Sant Joan,1971,725,1460,3392
Son Sant Joan,1971,584,276,8908
Son Sant Joan,1971,574,830,9843
Son Sant Joan,1971,755,996,1419
Son Sant Joan,1971,627,1019,8748
Son Sant Joan,1971,133,320,1578
Son Sant Joan,1971,568,201,5954
Son Sant Joan,1971,576,547,1899
Son Sant Joan,1971,253,1344,10491
Son Sant Joan,1971,254,1348,10793
Son Sant Joan,1971,279,1331,7286
Son Sant Joan,1971,248,1306,3031
Son Sant Joan,1971,241,1580,7118
Son Sant Joan,1971,188,1648,4905
Son Sant Joan,1971,300,2017,1497
Son Sant Joan,1971,367,2476,3010
Son Sant Joan,1971,307,2313,1187
Son Sant Joan,1971,217,2777,9770
Son Sant Joan,1971,252,1308,5973
Son Sant Joan,1971,314,2368,1400
Son Sant Joan,1971,330,2247,1669
Son Sant Joan,1971,237,1794,6346
Son Sant Joan,1971,287,1686,8430
Son Sant Joan,1971,286,1617,5934
Son Sant Joan,1971,553,1766,1706
Son Sant Joan,1971,292,1950,3939
Son Sant Joan,1971,689,888,5829
Son Sant Joan,1971,239,1474,728
Son Sant Joan,1971,293,1861,6107
Son Sant Joan,1971,696,898,8067
Son Sant Joan,1971,247,1297,3251
Son Sant Joan,1971,244,1380,1101
Son Sant Joan,1971,184,1268,8618
Son Sant Joan,1971,784,1503,8967
Son Sant Joan,1971,622,1101,959
Son Sant Joan,1971,702,870,7744
Son Sant Joan,1971,185,1219,5255
Son Sant Joan,1971,270,1877,5133
Son Sant Joan,1971,283,1338,10294
Son Sant Joan,1971,263,1508,10614
Son Sant Joan,1971,1962,1114,3123
Son Sant Joan,1971,571,260,1789
Son Sant Joan,1971,284,1536,4451
Son Sant Joan,1971,344,2130,10144
Son Sant Joan,1971,204,1209,8666
Son Sant Joan,1971,1944,2336,2762
Son Sant Joan,1971,258,1625,4134
Son Sant Joan,1971,207,1695,8204
Son Sant Joan,1971,245,1589,8311
Son Sant Joan,1971,616,478,4161
Son Sant Joan,1971,282,1284,5536
Son Sant Joan,1971,2119,1364,412
Son Sant Joan,1971,347,2364,7666
Son Sant Joan,1971,734,985,3896
Son Sant Joan,1971,272,1855,8512
Son Sant Joan,1971,580,221,6782
Son Sant Joan,1971,324,2277,7109
Son Sant Joan,1971,583,1004,667
Son Sant Joan,1971,587,695,1428
Son Sant Joan,1971,290,1711,445
Son Sant Joan,1971,278,1384,7353
Son Sant Joan,1971,3225,1984,7117
Son Sant Joan,1971,186,1249,2815
Son Sant Joan,1971,187,1294,10286
Son Sant Joan,1971,281,1426,9131
Son Sant Joan,1971,285,1384,6236
Son Sant Joan,1971,591,651,10330
Son Sant Joan,1971,1999,3132,4656
Son Sant Joan,1971,572,625,5603
Son Sant Joan,1971,3142,304,1289
Son Sant Joan,1971,612,712,8169
Son Sant Joan,1971,566,855,3795
Son Sant Joan,1971,595,466,1760
Son Sant Joan,1971,301,1152,2193
Son Sant Joan,1971,236,1807,9186
Son Sant Joan,1971,256,1639,8503
Son Sant Joan,1971,269,1889,6312
Son Sant Joan,1971,261,1752,1420
Son Sant Joan,1971,752,792,10796
Son Sant Joan,1971,713,1481,8792
Son Sant Joan,1971,342,2128,9025
Son Sant Joan,1971,190,1422,6465
Son Sant Joan,1971,212,1414,8275
Son Sant Joan,1971,373,1752,5121
Son Sant Joan,1971,754,904,7353
Son Sant Joan,1971,243,1398,10815
Son Sant Joan,1971,2342,6835,3350
Son Sant Joan,1971,246,1390,9940
Son Sant Joan,1971,688,835,5236
Son Sant Joan,1971,255,1344,6282
Son Sant Joan,1971,588,395,5389
Son Sant Joan,1971,637,914,10198
Son Sant Joan,1971,2875,1135,2941
Aasiaat,1970,1969,90,10247
Aasiaat,1970,2261,199,5738
Aasiaat,1970,8,206,864
Ilulissat,1969,7,563,588
Ilulissat,1969,1970,90,1184
Ilulissat,1969,2263,178,3708
Ilulissat,1969,2262,437,1393
Ilulissat,1969,8,247,4718
Tagbilaran,1968,1110,618,9347
Leipzig Halle,198,194,362,10631
Leipzig Halle,198,195,381,9153
Leipzig Halle,198,200,373,2271
Leipzig Halle,198,478,3293,2166
Leipzig Halle,198,759,2180,10692
Leipzig Halle,198,2047,3140,1037
Leipzig Halle,198,474,3353,3834
Leipzig Halle,198,648,2065,729
Leipzig Halle,198,522,3245,10151
Leipzig Halle,198,653,2006,2645
Leipzig Halle,198,1971,1512,6292
Leipzig Halle,198,479,3539,9258
Leipzig Halle,198,485,2948,1004
Leipzig Halle,198,655,1443,5507
Leipzig Halle,198,179,1953,8311
Leipzig Halle,198,477,3483,8818
Leipzig Halle,198,663,2089,4636
Leipzig Halle,198,281,523,9327
Leipzig Halle,198,626,741,2869
Leipzig Halle,198,755,516,6729
Leipzig Halle,198,278,831,6664
Leipzig Halle,198,568,1368,6282
Leipzig Halle,198,191,304,2086
Leipzig Halle,198,196,343,10659
Leipzig Halle,198,725,483,8707
Leipzig Halle,198,203,296,3767
Leipzig Halle,198,1999,1751,10996
Leipzig Halle,198,767,1720,5775
Kansai,1967,1110,2629,2365
Kansai,1967,1051,1703,10400
Kansai,1967,1103,836,4583
Kansai,1967,1924,861,1458
Kansai,1967,1097,432,662
Kansai,1967,1661,1309,9855
Kansai,1967,1819,6624,3941
Kansai,1967,626,9647,7369
Kansai,1967,1469,2476,519
Kansai,1967,217,7750,10489
Kansai,1967,703,9761,8448
Kansai,1967,1101,582,10340
Kansai,1967,1660,1322,3764
Kansai,1967,1645,1468,7454
Kansai,1967,1627,1765,2307
Kansai,1967,1649,1365,2003
Kansai,1967,2060,1652,459
Kansai,1967,1851,11177,10787
Kansai,1967,1046,1958,1634
Kansai,1967,1047,1809,9110
Kansai,1967,1631,2457,2657
Kansai,1967,1659,1458,7937
Kansai,1967,2088,1301,5384
Kansai,1967,1586,4935,9513
Kansai,1967,1035,2512,688
Kansai,1967,1011,7590,6581
Kansai,1967,1572,5402,5763
Kansai,1967,1932,5227,10440
Kansai,1967,1058,1082,1597
Kansai,1967,1069,452,6412
Kansai,1967,1053,491,9460
Kansai,1967,1106,1168,8946
Kansai,1967,1900,4160,11082
Kansai,1967,1100,814,392
Kansai,1967,1596,5787,2420
Kansai,1967,1032,7923,8488
Kansai,1967,1528,3231,10456
Kansai,1967,1647,1556,4166
Kansai,1967,1595,7190,7317
Kansai,1967,1529,3907,8032
Kansai,1967,1651,1293,10629
Kansai,1967,281,9262,3960
Kansai,1967,191,9284,1795
Kansai,1967,1107,1547,5702
Kansai,1967,1070,513,4536
Kansai,1967,1084,244,1247
Kansai,1967,1075,522,3376
Kansai,1967,1094,654,6352
Kansai,1967,1644,1768,6668
Kansai,1967,1059,949,3469
Kansai,1967,767,8779,9454
Kansai,1967,1491,2514,4824
Kansai,1967,1693,8710,7319
Kansai,1967,1591,4893,867
Kansai,1967,2827,1421,2375
Kansai,1967,1034,2384,6629
Kansai,1967,934,7054,8854
Zhijiang Airport,3152,1632,356,9644
Zhijiang Airport,3152,1631,576,9067
Emerald,1966,1594,652,10038
Minacu Airport,3124,1162,261,5011
Imperial Co,1793,1770,299,8025
Imperial Co,1793,1822,151,5606
Namangan Airport,2670,1999,2927,4943
Namangan Airport,2670,1394,3516,8789
Namangan Airport,2670,2037,1760,9098
Namangan Airport,2670,1415,1916,8657
Namangan Airport,2670,1420,193,2134
Namangan Airport,2670,1410,1755,496
Namangan Airport,2670,2153,2627,1213
Namangan Airport,2670,2215,2270,7914
Namangan Airport,2670,1402,2660,9709
Nukus Airport,2671,1423,2172,1146
Nukus Airport,2671,1999,2127,9688
Nukus Airport,2671,1420,812,8632
Urgench Airport,2672,1418,381,10876
Urgench Airport,2672,1999,2258,4409
Urgench Airport,2672,1394,2904,11220
Urgench Airport,2672,1420,722,11145
Urgench Airport,2672,1409,1505,8366
Karshi Khanabad Airport,2673,1999,2779,2590
Karshi Khanabad Airport,2673,1394,3413,6578
Karshi Khanabad Airport,2673,1420,393,6931
Termez Airport,2674,1999,2989,356
Termez Airport,2674,1420,472,8972
Belgorod International Airport,2675,1396,1175,8080
Belgorod International Airport,2675,1425,1010,1140
Belgorod International Airport,2675,1999,537,1727
Belgorod International Airport,2675,2070,980,9856
Belgorod International Airport,2675,1406,444,710
Belgorod International Airport,2675,1366,2973,4964
Belgorod International Airport,2675,1402,652,7485
Belgorod International Airport,2675,2153,783,2000
Belgorod International Airport,2675,1394,1094,5003
Kursk East Airport,2676,1423,432,7862
Vorkuta Airport,2677,1999,1908,7725
Vorkuta Airport,2677,1424,902,2574
Chifeng Airport,2784,1627,308,1676
Chifeng Airport,2784,2788,767,1558
Chifeng Airport,2784,1660,425,8077
Chifeng Airport,2784,2787,610,5219
Chifeng Airport,2784,1628,777,6265
Chifeng Airport,2784,2088,376,7602
Chifeng Airport,2784,1629,369,11088
Chifeng Airport,2784,2783,345,3551
Chifeng Airport,2784,1659,699,7160
Chifeng Airport,2784,1647,1164,2754
Taree Airport,2943,2941,241,6625
Taree Airport,2943,1624,260,358
Choibalsan Airport,2944,1640,588,6814
Choibalsan Airport,2944,1628,399,5875
Choibalsan Airport,2944,2964,253,6743
Grafton Airport,2941,2943,241,8209
Orange Airport,2942,1624,199,9941
Hamadan Airport,2940,2186,1016,5348
Amami,1076,1097,1235,2030
Amami,1076,1085,889,8825
Kumamoto,1074,2582,621,5583
Kumamoto,1074,1097,875,1688
Kumamoto,1074,1085,476,9028
Kumamoto,1074,1924,651,4995
Kumamoto,1074,1934,594,6553
Kumamoto,1074,1106,799,8514
Nagasaki,1075,1935,527,3452
Nagasaki,1075,1097,954,1019
Nagasaki,1075,1085,551,6148
Nagasaki,1075,1661,790,5792
Nagasaki,1075,1924,595,9631
Nagasaki,1075,1967,522,3376
Nagasaki,1075,1068,104,8970
Nagasaki,1075,1063,93,6749
Nagasaki,1075,1934,672,4517
Nagasaki,1075,1106,776,11182
Nagasaki,1075,1065,161,10296
Oita,1072,1085,370,9482
Oita,1072,1934,491,824
Oita,1072,1053,832,8098
Oita,1072,1097,773,10031
Oita,1072,1924,652,5873
New Kitakyushu,1073,1097,822,4113
Long Banga Airport,2494,1563,166,5768
Arthurs Town Airport,2495,894,186,684
Gnassingbe Eyadema Intl,182,154,748,5287
Gnassingbe Eyadema Intl,182,626,4750,6923
Gnassingbe Eyadema Intl,182,156,169,2330
Gnassingbe Eyadema Intl,182,160,582,4608
Gnassingbe Eyadema Intl,182,161,733,7705
Gnassingbe Eyadema Intl,182,506,4153,3118
Gnassingbe Eyadema Intl,182,472,1231,3929
Gnassingbe Eyadema Intl,182,2103,1681,806
Gnassingbe Eyadema Intl,182,153,126,1643
Gnassingbe Eyadema Intl,182,403,968,11024
Gnassingbe Eyadema Intl,182,1181,5807,4093
Gnassingbe Eyadema Intl,182,440,1104,2095
Gnassingbe Eyadema Intl,182,170,233,10500
Gnassingbe Eyadema Intl,182,184,4968,11165
Deurne,183,253,308,9885
Nefta,181,627,1709,2423
Nefta,181,176,375,8353
Thyna,180,2480,484,1272
Thyna,180,536,322,3673
Thyna,180,626,1723,2801
Thyna,180,535,936,4273
Thyna,180,176,240,10173
Zarzis,179,195,1961,2729
Zarzis,179,197,1735,2293
Zarzis,179,626,1813,6017
Zarzis,179,628,1956,3255
Zarzis,179,612,1402,11117
Zarzis,179,638,1547,3581
Zarzis,179,616,1165,6033
Zarzis,179,196,1610,761
Zarzis,179,637,1805,8991
Zarzis,179,191,1803,3812
Zarzis,179,198,1953,8311
Zarzis,179,536,259,2428
Zarzis,179,301,1789,686
Zarzis,179,3137,246,2807
Zarzis,179,627,1790,3722
Zarzis,179,184,1959,7390
Zarzis,179,2019,1547,8240
Zarzis,179,752,1428,9321
Zarzis,179,193,2195,696
Zarzis,179,617,1128,4337
Zarzis,179,640,1649,10271
Zarzis,179,188,2067,11204
Zarzis,179,755,1520,2242
Zarzis,179,176,333,8027
Gafsa,177,178,132,9952
Gafsa,177,181,84,7694
Gabes,178,181,184,6840
Gabes,178,176,330,7110
Plattsburgh Intl,1841,1680,322,1964
Plattsburgh Intl,1841,1717,2147,627
Plattsburgh Intl,1841,1757,2030,8590
Plattsburgh Intl,1841,2105,1891,3529
Plattsburgh Intl,1841,1710,1305,5287
Texarkana Rgnl Webb Fld,1840,1782,290,4407
Bellingham Intl,1844,1819,4370,3689
Bellingham Intl,1844,1895,1535,3477
Bellingham Intl,1844,1815,356,9528
Bellingham Intl,1844,1735,150,4173
Bellingham Intl,1844,2874,1943,9544
Bellingham Intl,1844,1696,1684,2294
Bellingham Intl,1844,1681,1230,931
Bellingham Intl,1844,1869,1735,9583
Bellingham Intl,1844,1822,1838,2946
Robert Gray Aaf,1843,1782,216,4726
Robert Gray Aaf,1843,1790,1292,9433
Robert Gray Aaf,1843,1725,267,7155
Ted Stevens Anchorage Intl,1842,1716,406,2874
Ted Stevens Anchorage Intl,1842,2574,511,8214
Ted Stevens Anchorage Intl,1842,1746,641,6651
Ted Stevens Anchorage Intl,1842,1751,257,1690
Ted Stevens Anchorage Intl,1842,1764,95,6972
Ted Stevens Anchorage Intl,1842,1867,419,3751
Ted Stevens Anchorage Intl,1842,1780,188,2721
Ted Stevens Anchorage Intl,1842,2882,711,10911
Ted Stevens Anchorage Intl,1842,3002,631,4102
Ted Stevens Anchorage Intl,1842,1889,201,9497
Ted Stevens Anchorage Intl,1842,1696,3774,3196
Ted Stevens Anchorage Intl,1842,1689,4106,8297
Ted Stevens Anchorage Intl,1842,2566,1918,6412
Ted Stevens Anchorage Intl,1842,1849,464,9989
Ted Stevens Anchorage Intl,1842,1733,1166,714
Ted Stevens Anchorage Intl,1842,1878,998,8246
Ted Stevens Anchorage Intl,1842,1687,528,6332
Ted Stevens Anchorage Intl,1842,1819,4469,6638
Ted Stevens Anchorage Intl,1842,1700,919,5755
Ted Stevens Anchorage Intl,1842,1895,3708,2887
Ted Stevens Anchorage Intl,1842,2572,353,5218
Ted Stevens Anchorage Intl,1842,1755,867,5379
Ted Stevens Anchorage Intl,1842,1866,4580,3447
Ted Stevens Anchorage Intl,1842,1796,882,10582
Ted Stevens Anchorage Intl,1842,1815,2481,2047
Ted Stevens Anchorage Intl,1842,1758,1008,10594
Ted Stevens Anchorage Intl,1842,2904,896,1879
Ted Stevens Anchorage Intl,1842,1735,2331,6612
Ted Stevens Anchorage Intl,1842,1672,1233,4515
Ted Stevens Anchorage Intl,1842,3103,1238,7907
Ted Stevens Anchorage Intl,1842,1882,4053,10903
Ted Stevens Anchorage Intl,1842,1719,3419,7397
Ted Stevens Anchorage Intl,1842,1673,313,1899
Ted Stevens Anchorage Intl,1842,1834,3870,5507
Mallam Aminu Intl,169,1008,3646,8705
